0,35,1
0,35,1
0,0,0.2005
0,1,0.13587
0,2,0.056251
0,3,-0.029896
0,4,-0.11453
0,5,-0.19114
0,6,-0.25545
0,7,-0.30556
0,8,-0.34167
0,9,-0.36536
0,10,-0.37873
0,11,-0.38352
0,12,-0.38049
0,13,-0.36915
0,14,-0.34794
0,15,-0.31476
0,16,-0.26784
0,17,-0.2066
0,18,-0.13244
0,19,-0.049094
0,20,0.037373
0,21,0.11918
0,22,0.18785
0,23,0.23548
0,24,0.25616
0,25,0.24708
0,26,0.20925
0,27,0.14767
0,28,0.070725
0,29,-0.010894
0,30,-0.08579
0,31,-0.14359
0,32,-0.17655
0,33,-0.18082
0,34,-0.15699
0,35,-0.11002
1,0,0.16693
1,1,0.088236
1,2,-0.0026883
1,3,-0.096358
1,4,-0.18426
1,5,-0.26001
1,6,-0.32004
1,7,-0.3636
1,8,-0.39234
1,9,-0.4093
1,10,-0.41789
1,11,-0.42073
1,12,-0.41895
1,13,-0.41182
1,14,-0.397
1,15,-0.37118
1,16,-0.33111
1,17,-0.27478
1,18,-0.20231
1,19,-0.11665
1,20,-0.023591
1,21,0.068751
1,22,0.15098
1,23,0.21388
1,24,0.24994
1,25,0.25477
1,26,0.228
1,27,0.17362
1,28,0.099569
1,29,0.016642
1,30,-0.063127
1,31,-0.1283
1,32,-0.16985
1,33,-0.18256
1,34,-0.16582
1,35,-0.12369
2,0,0.12761
2,1,0.036243
2,2,-0.063817
2,3,-0.16215
2,4,-0.2499
2,5,-0.32103
2,6,-0.37292
2,7,-0.40626
2,8,-0.42438
2,9,-0.43208
2,10,-0.43421
2,11,-0.43446
2,12,-0.43434
2,13,-0.43288
2,14,-0.42681
2,15,-0.41144
2,16,-0.38185
2,17,-0.33425
2,18,-0.26729
2,19,-0.18282
2,20,-0.086164
2,21,0.01438
2,22,0.10861
2,23,0.18598
2,24,0.23737
2,25,0.25668
2,26,0.24199
2,27,0.19615
2,28,0.12644
2,29,0.043591
2,30,-0.039868
2,31,-0.11155
2,32,-0.16116
2,33,-0.18214
2,34,-0.17264
2,35,-0.13576
3,0,0.083939
3,1,-0.01831
3,2,-0.12496
3,3,-0.22474
3,4,-0.30865
3,5,-0.37118
3,6,-0.41089
3,7,-0.4302
3,8,-0.43439
3,9,-0.43022
3,10,-0.42422
3,11,-0.4212
3,12,-0.42317
3,13,-0.42884
3,14,-0.43394
3,15,-0.43221
3,16,-0.41679
3,17,-0.38194
3,18,-0.32451
3,19,-0.24502
3,20,-0.14809
3,21,-0.042047
3,22,0.062208
3,23,0.15286
3,24,0.21913
3,25,0.25312
3,26,0.25126
3,27,0.21505
3,28,0.15096
3,29,0.069479
3,30,-0.016506
3,31,-0.09376
3,32,-0.15082
3,33,-0.17979
3,34,-0.17756
3,35,-0.14621
4,0,0.037373
4,1,-0.07363
4,2,-0.18404
4,3,-0.28186
4,4,-0.35806
4,5,-0.40789
4,6,-0.43136
4,7,-0.43283
4,8,-0.4198
4,9,-0.40119
4,10,-0.38539
4,11,-0.37847
4,12,-0.38294
4,13,-0.39718
4,14,-0.41583
4,15,-0.43088
4,16,-0.43336
4,17,-0.41529
4,18,-0.37148
4,19,-0.3009
4,20,-0.20724
4,21,-0.098671
